681	15635	4747
682	28386	4146
683	5191	6683
684	7001	32049
685	12865	22687
686	25193	9963
687	23052	18671
688	32645	27030
689	967	2183
690	5605	11044
691	10138	28295
692	29474	19047
693	13551	5119
694	24576	2425
695	2526	12650
696	29578	30555
697	32488	30072
698	7269	7388
699	23273	14609
700	21598	28860
701	17224	13462
702	12869	22290
703	31857	6762
704	19966	12267
705	3717	15025
706	10965	14644
707	8783	5207
708	7186	18394
709	10875	30548
710	22477	7215
711	11522	7215
712	11268	21904
713	16617	21697
714	2539	18757
715	5163	14908
716	23427	16552
717	3572	31852
718	22382	25225
719	24847	13884
720	18178	19410
721	8866	27515
722	29340	7015
723	14617	5088
724	10295	30032
725	14176	22348
726	4157	16666
727	30805	24400
728	17564	10106
729	3709	25071
730	24093	4916
731	23541	18853
732	27634	14651
733	26284	7848
734	2445	27674
735	15568	5485
736	1721	16018
737	32134	26222
738	21987	14725
739	23006	21291
740	13496	10515
741	8710	31854
742	17142	17666
743	12990	28116
744	31611	14435
745	22283	649
746	17315	19570
747	29232	1875
748	1232	15039
749	1498	15826
750	1098	27275
751	26779	9478
752	27978	7541
753	16537	11025
754	16721	20310
755	5768	11326
756	8894	19817
757	5333	25411
758	11680	18607
759	18212	11971
760	21193	26513
761	28157	20503
762	26916	6856
763	15042	1870
764	26952	14714
765	2021	12402
766	1868	10405
767	24919	17933
768	7901	4545
769	28996	27884
770	9615	27809
771	9469	27939
772	6001	24731
773	7734	15442
774	4580	16616
775	17521	32038
776	4269	10317
777	2746	6178
778	328	30715
779	15765	20895
780	8319	15797
781	27957	273
782	22076	17712
783	18414	19853
784	924	22719
785	30957	5000
786	30532	30000
787	24359	22498
788	31736	29936
789	12431	27683
790	13674	30326
791	23948	10244
792	16207	479
793	18602	23601
794	17080	12758
795	9872	25165
796	30112	25527
797	6706	28214
798	14529	13044
799	24903	1163
800	18349	17335
801	9470	14956
802	12057	8393
803	17132	8833
804	32124	12466
805	8777	2878
806	25049	1570
807	26973	29285
808	11480	3983
809	10037	20940
810	26652	27168
811	17818	10592
812	30673	23498
813	22340	27242
814	31364	14521
815	5706	10257
816	23352	14321
817	9949	12576
818	18870	31541
819	29238	30474
820	3364	20007
821	11725	26156
822	25817	24754
823	25292	4945
824	27504	165
825	2499	25211
826	12315	5792
827	3741	2785
828	31290	27188
829	20691	7220
830	27437	28998
831	29663	26918
832	29286	11956
833	5108	31533
834	18370	25660
835	13036	29572
836	24601	7065
837	29058	32116
838	4116	19182
839	26817	13777
840	20798	6248
841	14268	11207
842	23902	287
843	6528	24279
844	5125	26430
845	5959	24092
846	24163	19300
847	10990	27859
848	1374	13642
849	26025	20506
850	11750	4005
851	28406	10744
852	28546	31566
853	28623	1438
854	14639	23968
855	15908	30956
856	30827	11809
857	23688	32567
858	13965	18277
859	8747	29002
860	8279	16176
861	7944	16042
862	11214	2523
863	4191	19487
864	20553	27897
865	31078	7023
866	1225	1338
867	13372	8301
868	30856	25487
869	3870	26418
870	14805	1422
871	18909	28587
872	16158	11545
873	1935	25172
874	1615	23354
875	2181	578
876	15963	29266
877	16510	103
878	12055	17267
879	7450	5138
880	21327	2826
881	4242	31925
882	22804	8385
883	13477	20715
884	31827	24227
885	6614	16057
886	28588	897
887	5844	8468
888	18304	5269
889	11322	3748
890	6988	614
891	20600	17864
892	20790	5355
893	14353	6618
894	18406	25331
895	28168	17844
896	21143	22725
897	20628	18291
898	15214	4611
899	17947	10619
900	16394	2772
901	15966	23739
902	15452	27713
903	21490	2098
904	30649	30688
905	8687	29105
906	18477	22192
907	8684	25571
908	19	20293
909	9770	13708
910	23010	10021
911	17423	22030
912	22090	13169
913	17110	817
914	16512	23752
915	25222	3107
916	19670	6760
917	3872	17854
918	1422	10390
919	21533	5130
920	31216	32321
921	9239	11523
922	25498	17890
923	18631	30876
924	13848	23974
925	3887	12803
926	19636	8911
927	1048	11815
928	10895	3159
929	21695	27512
930	241	22743
931	10188	20205
932	28638	21416
933	643	12876
934	13546	30024
935	3646	10150
936	15438	25343
937	21019	5664
938	18490	4546
939	13554	5114
940	8813	4183
941	23434	8649
942	3076	15546
943	14092	11015
944	24463	26816
945	22455	28622
946	6506	12794
947	22486	15329
948	14923	4316
949	29423	3820
950	14359	25374
951	7486	6669
952	28922	30051
953	12129	13970
954	21686	20505
955	31317	14853
956	14395	19360
957	22433	19302
958	1913	12206
959	2513	7607
960	18802	25074
961	294	13246
962	10899	26615
963	22668	4358
964	324	16460
965	7884	31783
966	190	22242
967	16387	13895
968	3612	6325
969	9043	19425
970	27573	27310
971	20696	25285
972	11946	1992
973	13278	10592
974	12987	2675
975	19793	19262
976	95	9526
977	27252	3789
978	22803	20119
979	13270	100
980	24050	25663
981	10371	20099
982	1158	2394
983	22903	15197
984	19934	17469
985	31064	18323
986	29664	8011
987	5220	31299
988	225	20761
989	1192	27201
990	1395	12240
991	30322	27812
992	24702	29651
993	4362	3205
994	19859	3490
995	6045	12291
996	11644	4863
997	5754	3722
998	15640	1871
999	28801	23638
1000	11878	834
1001	24791	20274
1002	22495	32694
1003	17631	24710
1004	28169	18393
1005	16998	28816
1006	31561	22158
1007	7710	12018
1008	2552	8979
1009	22094	27757
1010	13498	8416
1011	21959	14828
1012	4363	30418
1013	21274	30916
1014	10267	12680
1015	12296	16442
1016	29148	29966
1017	27962	15430
1018	1625	29112
1019	1587	27030
1020	31049	8273
1021	18818	21206
1022	5092	2421
1023	316	13103
1024	24821	7228
1025	32681	8717
1026	16177	22553
1027	25662	11302
1028	28103	19969
1029	11467	32184
1030	18232	15567
1031	26358	529
1032	7785	19687
1033	5608	7253
1034	29175	12057
1035	8262	23932
1036	27082	8905
1037	23139	23450
1038	21229	10061
1039	180	3683
1040	3484	23703
1041	13956	21742
1042	8607	22292
1043	23784	2233
1044	27863	27347
1045	22006	16878
1046	8215	12778
1047	2098	12516
1048	32309	21014
1049	13897	12521
1050	4448	17825
1051	32514	30783
1052	19123	11145
1053	6513	2404
1054	16395	25310
1055	8558	18838
1056	31766	30060
1057	2117	24727
1058	5293	5530
1059	32175	17838
1060	31588	13202
1061	25857	7662
1062	15455	28066
1063	10916	20410
1064	8039	24546
1065	3525	28553
1066	24380	5912
1067	12877	27111
1068	27437	10968
1069	3860	3773
1070	26343	17136
1071	3153	25041
1072	23691	3075
1073	26198	21648
1074	21763	24435
1075	10362	19724
1076	19093	8836
1077	21590	7745
1078	10680	8383
1079	2356	21916
1080	21543	26005
1081	16324	446
1082	23093	22853
1083	28177	22141
1084	24160	9472
1085	10164	21035
1086	22312	8778
1087	3655	18459
1088	8994	22947
1089	9757	29794
1090	9032	21607
1091	25392	31963
1092	20371	17907
1093	603	878
1094	31180	20489
1095	714	11665
1096	12959	26230
1097	21422	17678
1098	1265	5617
1099	2613	22023
1100	31603	12871
1101	13241	28216
1102	9335	12213
1103	6200	24957
1104	2051	11157
1105	260	14228
1106	17444	26686
1107	22459	10019
1108	17285	16421
1109	12666	16893
1110	16960	21576
1111	6734	13985
1112	5364	31180
1113	13547	19204
1114	26136	10980
1115	673	29840
1116	23951	32502
1117	26507	12652
1118	26236	28153
1119	16138	1790
1120	1879	25378
1121	5233	18862
1122	65	25279
1123	21506	4589
1124	9108	18275
1125	2074	630
1126	7359	23107
1127	30376	17364
1128	6481	19168
1129	13027	22821
1130	2131	18918
1131	30525	12829
1132	25563	19284
1133	23442	7758
1134	14558	13278
1135	15270	1446
1136	24902	30096
1137	25038	2617
1138	9284	24499
1139	18925	30528
1140	12520	9716
1141	4258	8546
1142	9967	25283
1143	25280	7219
1144	8668	6394
1145	255	26875
1146	31306	30911
1147	11249	696
1148	12672	27563
1149	3127	27494
1150	15174	11308
1151	27380	7805
1152	6647	27687
1153	20098	3260
1154	216	20194
1155	20324	1317
1156	28840	14882
1157	14716	12105
1158	632	17040
1159	19838	31429
1160	21693	14177
1161	13989	10253
1162	20132	4406
1163	2213	20072
1164	11685	18497
1165	23008	828
1166	4443	21930
1167	19932	1676
1168	31123	25649
1169	9205	6335
1170	27299	29716
1171	7759	23971
1172	11261	30259
1173	21775	28849
1174	21763	8818
1175	18891	3731
1176	7197	3423
1177	20286	30691
1178	7177	16661
1179	6465	28982
1180	883	23904
1181	2295	1113
1182	25286	801
1183	2375	26330
1184	3137	3828
1185	3983	10698
1186	14925	26385
1187	5270	5826
1188	28686	24688
1189	6595	24100
1190	18488	32561
1191	3725	31395
1192	9764	5690
1193	10803	28166
1194	32035	2594
1195	3501	15144
1196	8722	15182
1197	16866	16708
1198	23342	23385
1199	26139	23663
1200	8746	12729
1201	8888	28518
1202	19583	5024
1203	13346	14986
1204	3588	4897
1205	8704	9257
1206	2494	10644
1207	30382	22015
1208	25849	24891
1209	2794	21501
1210	4247	16934
1211	14801	28745
1212	15529	1619
1213	4363	16517
1214	10812	22810
1215	20802	30804
1216	20341	9672
1217	21208	19738
1218	481	14731
1219	8921	18180
1220	6918	15502
1221	27694	9033
1222	19262	18020
1223	276	11183
1224	3781	4522
1225	6349	10064
1226	30992	4840
1227	5525	18590
1228	19040	30393
1229	26328	15525
1230	920	19244
1231	23458	16272
1232	27723	22633
1233	31063	23151
1234	16154	27800
1235	10916	11831
1236	28733	7934
1237	23221	28682
1238	16991	20073
1239	20649	31417
1240	7599	24271
1241	24387	6536
1242	23860	31282
1243	15586	28721
1244	1632	22726
1245	6067	9259
1246	7913	21590
1247	14885	11051
1248	5332	19172
1249	21405	25324
1250	27859	5264
1251	14700	22060
1252	10960	4283
1253	13310	21239
1254	10442	3691
1255	11347	13863
1256	20448	5105
1257	19891	4140
1258	26539	18890
1259	28574	1801
1260	28625	3268
1261	23555	6559
1262	14295	27489
1263	17842	10286
1264	10551	4736
1265	786	26137
1266	30643	27962
1267	24855	6377
1268	11240	31755
1269	8815	18581
1270	15398	10034
1271	32508	17665
1272	10111	4186
1273	14215	9412
1274	18206	10105
1275	4531	8494
1276	18907	1785
1277	20527	29578
1278	3596	23318
1279	31536	6048
1280	19869	22663
1281	3359	6014
1282	20579	1632
1283	22414	17528
1284	6317	24375
1285	13425	366
1286	15900	3461
1287	22411	589
1288	27317	18256
1289	21542	9432
1290	11829	3335
1291	11015	18089
1292	7076	20398
1293	29857	15474
1294	25901	16954
1295	31625	20105
1296	27181	23103
1297	23338	24228
1298	27530	17352
1299	30394	6881
1300	23110	19590
1301	23661	25097
1302	29780	2606
1303	26856	15637
1304	9130	16412
1305	16120	4593
1306	21399	18492
1307	26500	29569
1308	12375	810
1309	11712	13026
1310	1253	5016
1311	2980	5618
1312	11024	26865
1313	15005	22290
1314	16849	23867
1315	15490	21034
1316	7644	27202
1317	28873	750
1318	10357	14835
1319	2555	14432
1320	8325	5638
1321	30565	8598
1322	29165	31456
1323	5905	6078
1324	5914	20919
1325	17396	18783
1326	14553	5623
1327	5225	10978
1328	109	27108
1329	23774	20560
1330	20448	24193
1331	19149	5213
1332	21654	29361
1333	11247	12454
1334	10280	3485
1335	13740	11063
1336	29551	30805
1337	24789	15696
1338	18398	6842
1339	11669	5993
1340	8981	32667
1341	25509	9843
1342	20660	25630
1343	8896	15969
1344	7789	22114
1345	22359	19943
1346	5726	10082
1347	26501	32641
1348	13213	13341
1349	11333	27576
1350	17684	18932
1351	2787	16545
1352	29327	10835
1353	17072	678
1354	6163	29075
1355	17146	19080
1356	27506	25887
1357	7483	9381
1358	8220	27862
1359	26513	30071
1360	32056	15281
1361	9070	1886
1362	6643	27558
1363	31889	9631
1364	13336	4300
1365	29749	26796
1366	21730	1983
1367	19592	6054
1368	14350	838
1369	18526	17184
1370	10547	7475
1371	4903	32038
1372	19286	28299
1373	25886	21117
1374	32441	29415
1375	14276	26925
1376	22773	15130
1377	7821	26685
1378	25416	13076
1379	6105	3262
1380	4912	32519
1381	27173	4107
1382	12601	13256
1383	24963	17230
1384	8723	28279
1385	327	1094
1386	17895	3938
1387	32260	28488
1388	25067	7207
1389	5047	29316
1390	18485	3353
1391	3137	9866
1392	12749	2533
1393	2587	4109
1394	32517	22902
1395	27461	12006
1396	21005	2325
1397	22655	32347
1398	14274	3797
1399	21692	19106
1400	21191	27438
1401	24788	32673
1402	15575	3560
1403	1913	21752
1404	4697	570
1405	25964	31553
1406	23605	9780
1407	496	11926
1408	19431	29018
1409	2944	21076
1410	32210	3730
1411	19645	31263
1412	13782	19776
1413	28074	1063
1414	18980	11695
1415	21787	10409
1416	12369	3251
1417	15979	8888
1418	24746	12940
1419	22382	22077
1420	968	18702
1421	31398	5949
1422	7780	31999
1423	22970	30298
1424	12140	20161
1425	11299	13981
1426	29781	22064
1427	13865	20594
1428	18356	32206
1429	15374	9716
1430	19976	31006
1431	13705	19563
1432	25818	31309
1433	21878	3859
1434	2057	27415
1435	14795	3872
1436	8543	11497
1437	22478	9470
1438	30311	9283
1439	30853	26333
1440	10371	4961
1441	22894	30829
1442	31545	2074
1443	17777	2022
1444	21710	24840
1445	14867	7244
1446	11542	11753
1447	27884	6385
1448	24202	28485
1449	17755	6715
1450	3483	31058
1451	7800	4007
1452	6726	32276
1453	25930	14094
1454	20457	712
1455	26427	23848
1456	18261	17539
1457	25800	1870
1458	12068	20503
1459	15485	27268
1460	28237	20790
1461	16929	21430
1462	21749	23770
1463	5678	25922
1464	20360	15075
1465	4484	19895
1466	20489	29442
1467	6493	23516
1468	24998	8407
1469	28548	5109
1470	6800	21334
1471	21186	10817
1472	24585	31599
1473	921	1735
1474	12479	11758
1475	309	13907
1476	26968	15520
1477	4768	27835
1478	14158	27319
1479	28725	31846
1480	11773	16495
1481	8535	26383
1482	12794	16882
1483	25187	27591
1484	11943	3449
1485	9954	13881
1486	18948	9397
1487	3076	4914
1488	2760	25965
1489	20298	20065
1490	9393	30056
1491	7554	7515
1492	24344	9613
1493	19960	15329
1494	18888	4169
1495	24043	7526
1496	13328	30513
1497	16446	22476
1498	6679	9193
1499	21872	11119
1500	31856	20548
1501	8142	19556
1502	21998	22956
1503	2023	20739
1504	9146	17349
1505	17729	27042
1506	13218	20045
1507	16202	17828
1508	11444	8775
1509	31377	18867
1510	1548	23128
1511	26166	31561
1512	24554	27249
1513	7584	17781
1514	29448	10926
1515	29293	31452
1516	2602	2430
1517	21167	14590
1518	14838	10501
1519	24405	4282
1520	19206	27582
1521	18151	6164
1522	2620	13413
1523	14455	18743
1524	29525	23828
1525	724	21174
1526	27073	10668
1527	13312	15639
1528	29618	14710
1529	19684	2450
1530	11124	15370
1531	23875	11798
1532	23292	28016
1533	7149	4749
1534	30147	7558
1535	20277	29537
1536	25813	18081
1537	6564	19775
1538	22820	30583
1539	32495	13851
1540	6179	5181
1541	13607	18292
1542	30352	13068
1543	5680	32217
1544	30097	6025
1545	17780	12716
1546	13827	4549
1547	24024	3366
1548	13839	17506
1549	15344	9115
1550	3326	5624
1551	14446	3583
1552	6478	20918
1553	26337	12458
1554	21765	15181
1555	11420	3672
1556	17477	6665
1557	17395	19572
1558	12833	32577
1559	32686	19606
1560	12207	19442
1561	25271	32586
1562	2398	14759
1563	24598	21523
1564	9866	27292
1565	22303	27311
1566	1870	17698
1567	8170	27037
1568	21658	7749
1569	15364	7645
1570	13957	30637
1571	32612	18423
1572	25828	21698
1573	17825	14910
1574	9755	27412
1575	1890	11350
1576	12339	12793
1577	25621	26612
1578	8237	5496
1579	29668	13029
1580	31638	20581
1581	30180	6738
1582	28764	12750
1583	11920	834
1584	18144	20886
1585	2679	9312
1586	14924	30816
1587	22833	19711
1588	11047	16046
1589	13463	7515
1590	24615	10058
1591	26676	5153
1592	18758	14566
1593	27894	5426
1594	30999	23295
1595	19753	19876
1596	18523	31239
1597	1190	6410
1598	22480	14018
1599	12616	19446
1600	25673	9457
1601	10144	1980
1602	8451	23854
1603	16362	31608
1604	3127	26135
1605	28479	13906
1606	29164	14510
1607	268	28416
1608	4367	25600
1609	1218	25741
1610	5829	5125
1611	17359	15449
1612	25600	32712
1613	21454	354
1614	20817	711
1615	6394	10433
1616	25853	26013
1617	19689	16248
1618	12114	6622
1619	23927	9578
1620	16699	27971
1621	14336	31147
1622	28947	30727
1623	21714	7162
1624	25015	19088
1625	5857	26508
1626	32735	7762
1627	21437	2828
1628	27054	3569
1629	6082	8671
1630	29831	6309
1631	31374	29356
1632	17699	29923
1633	6073	30492
1634	11744	30266
1635	32704	4318
1636	18268	2683
1637	13633	4079
1638	30531	4636
1639	2670	28184
1640	22885	6110
1641	29372	25528
1642	16140	11182
1643	7387	14787
1644	14476	25801
1645	26859	32011
1646	23835	20260
1647	3821	30398
1648	17635	18443
1649	2423	3632
1650	26966	3592
1651	6316	30683
1652	24514	2054
1653	29036	21925
1654	8741	1974
1655	27848	11361
1656	23106	2866
1657	19385	21143
1658	25332	16865
1659	25361	15496
1660	29635	22682
1661	17329	18797
1662	10933	20748
1663	13053	30208
1664	26726	26717
1665	1933	6205
1666	12891	20753
1667	15909	2154
1668	3988	17454
1669	23272	23381
1670	4960	11677
1671	27336	4573
1672	2678	30676
1673	14657	25011
1674	32320	15026
1675	3655	31586
1676	634	20906
1677	2173	29069
1678	252	7460
1679	26535	9592
